ensembl_gene_id	external_gene_name	entrezgene_id
ENSDARG00000098852	smdt1b	100000862
ENSDARG00000105648	si:cabz01102082.1	101883658
ENSDARG00000069662	fgf11a	497640
ENSDARG00000011824	pbxip1b	553293
ENSDARG00000044225	GOLPH3	561662
ENSDARG00000095553	lenep	100002665
ENSDARG00000062361	paxbp1	563266
ENSDARG00000043502	ccdc124	393537
ENSDARG00000038859	rgs20	436704
ENSDARG00000038655	ajap1	101887016
ENSDARG00000063319	sqleb	565329
ENSDARG00000091748	tbx22	556143
ENSDARG00000100718	me2	445233
ENSDARG00000087443	ptp4a2a	449541
ENSDARG00000015946	slc44a1a	100333377
ENSDARG00000034313	ppp5c	541536
ENSDARG00000063250	spata2	568830
ENSDARG00000055723	hsp70l	560210
ENSDARG00000105736	or137-4	100148395
ENSDARG00000038609	mpz	114417
ENSDARG00000045139	ca7	564201
ENSDARG00000089806	si:dkey-239j18.3	100001785
ENSDARG00000010978	trmt1	553298
ENSDARG00000042826	egr2b	30190
ENSDARG00000079762	si:dkey-253d23.4	100007836
ENSDARG00000105705	or137-8	100151470
ENSDARG00000019949	serpinh1b	30449
ENSDARG00000012593	col5a1	100334431
ENSDARG00000062008	hs2st1b	100151174
ENSDARG00000046010	kdm2bb	100536129
ENSDARG00000092459	si:dkey-9i23.5	571862
ENSDARG00000005134	psmd11b	322265
ENSDARG00000035873	fjx1	100001423
ENSDARG00000056723	fhad1	100006131
ENSDARG00000073952	slc4a7	568872
ENSDARG00000037040	cgrrf1	692284
ENSDARG00000025679	comtb	565370
ENSDARG00000078134	crygm2f	558389
ENSDARG00000036870	arih1l	405859
ENSDARG00000088634	adcy1b	569499
ENSDARG00000041179	crygm5	474328
ENSDARG00000099633	sec14l7	566865
ENSDARG00000014244	rbmx	321860
ENSDARG00000078459	cux1a	797445
ENSDARG00000093857	si:dkey-79f11.10	100007523
ENSDARG00000098226	smpd3	568381
ENSDARG00000074002	slc6a11a	558960
ENSDARG00000055786	prss23	563933
ENSDARG00000062948	wasf3b	563632
ENSDARG00000056026	tprg1	560596
ENSDARG00000076965	cep70	100136857
ENSDARG00000018342	ggt1b	569014
ENSDARG00000019501	pcnx3	107992390
ENSDARG00000069494	tmem223	445200
ENSDARG00000101808	si:ch211-271b14.1	777712
ENSDARG00000060253	si:ch211-216b21.2	100329339
ENSDARG00000074246	rab14	373104
ENSDARG00000078688	frs3	100330147
ENSDARG00000020596	miga1	450070
ENSDARG00000073844	si:dkey-85k7.10	100004057
ENSDARG00000035618	coq5	447802
ENSDARG00000043334	ccdc6a	335905
ENSDARG00000074219	map3k22	100126011
ENSDARG00000061226	timp2a	359835
ENSDARG00000073905	vwa5a	447865
ENSDARG00000004952	rsad2	570456
ENSDARG00000045945	syn2a	436870
ENSDARG00000102806	zgc:112234	554097
ENSDARG00000102806	zgc:112234	100004810
ENSDARG00000061985	rbm47	562991
ENSDARG00000101690	si:ch73-158p21.2	100535934
ENSDARG00000089362	grn1	553977
ENSDARG00000074698	sdsl	563642
ENSDARG00000105350	si:ch1073-153i20.4	103911343
ENSDARG00000086678	ascc3	100332599
ENSDARG00000078215	rbsn	569240
ENSDARG00000028618	krt18b	393540
ENSDARG00000103889	mettl17	386901
ENSDARG00000056732	her4.1	100149863
ENSDARG00000053201	zgc:172323	564165
ENSDARG00000061379	cmya5	560687
ENSDARG00000089156	egr3	436920
ENSDARG00000102343	si:dkey-243k1.3	100537487
ENSDARG00000094236	si:dkey-112g5.15	110438961
ENSDARG00000035835	eef2k	437013
ENSDARG00000092483	iqcc	799312
ENSDARG00000040917	cbfb	30744
ENSDARG00000071345	mgst2	723997
ENSDARG00000042948	dnajc5aa	386768
ENSDARG00000025600	or102-5	554781
ENSDARG00000061370	tsen34	565995
ENSDARG00000037773	rybpa	368248
ENSDARG00000045420	epdr1	436689
ENSDARG00000038683	MFAP4	100007462
ENSDARG00000090747	si:ch73-269m14.2	100535378
ENSDARG00000070389	foxf2b	100002904
ENSDARG00000079987	igl3v5	100149821
ENSDARG00000088143	sema4gb	100534852
ENSDARG00000040615	ilkap	100037350
ENSDARG00000041092	pgpep1l	558733
ENSDARG00000099155	tpst2	393391
ENSDARG00000015765	iah1	449926
ENSDARG00000061486	DNAH10	569992
ENSDARG00000055876	msmo1	406662
ENSDARG00000075169	bbs1	568986
ENSDARG00000031435	TXN	336637
ENSDARG00000057007	ctbp1	65229
ENSDARG00000094752	rpe65b	100002865
ENSDARG00000037491	bmp15	334183
ENSDARG00000052994	slc25a28	100535877
ENSDARG00000095497	si:dkeyp-2e4.5	108191949
ENSDARG00000093672	zgc:171435	100170822
ENSDARG00000035819	sirt3	558775
ENSDARG00000058647	hck	101885596
ENSDARG00000017143	brd9	393245
ENSDARG00000043806	postna	378983
ENSDARG00000035820	drd4b	503565
ENSDARG00000100560	zfpm2b	568464
ENSDARG00000062350	synm	558800
ENSDARG00000028213	ttn.2	317731
ENSDARG00000018494	smn1	30432
ENSDARG00000058365	hspb8	791580
ENSDARG00000086613	si:dkey-266f7.10	110438134
ENSDARG00000014898	ncbp2	192325
ENSDARG00000094889	cplx4c	100004361
ENSDARG00000094889	cplx4c	108180184
ENSDARG00000058673	nkl.1	103909014
ENSDARG00000058673	nkl.1	106144554
ENSDARG00000019457	tfe3b	564996
ENSDARG00000001776	stim2b	563901
ENSDARG00000076752	tmem67	572194
ENSDARG00000063145	tfam	571106
ENSDARG00000104181	tmsb1	798430
ENSDARG00000037018	gab1	406666
ENSDARG00000030803	C10H21orf91	553573
ENSDARG00000004789	lrp1ba	565136
ENSDARG00000053200	dis3l	560362
ENSDARG00000102846	trmt13	541496
ENSDARG00000037528	si:ch211-191a24.4	100150331
ENSDARG00000045562	pus1	494060
ENSDARG00000077567	angel1	569547
ENSDARG00000045983	zbtb43	557590
ENSDARG00000020771	tnr	369191
ENSDARG00000074869	si:ch1073-291c23.2	799862
ENSDARG00000067848	nmrk2	447879
ENSDARG00000071017	nt5e	393906
ENSDARG00000043004	si:dkeyp-117h8.4	572032
ENSDARG00000104413	rogdi	335642
ENSDARG00000019304	phactr3b	553558
ENSDARG00000018004	nkx2.5	30696
ENSDARG00000009922	dmbx1a	142987
ENSDARG00000007916	xpnpep3	573360
ENSDARG00000053101	prpf38b	406810
ENSDARG00000103589	gata6	58076
ENSDARG00000025949	irak1	569226
ENSDARG00000062096	pm20d1.2	768158
ENSDARG00000116164	crygm2d8	436854
ENSDARG00000116164	crygm2d8	100124618
ENSDARG00000037246	pimr212	100151754
ENSDARG00000040258	si:ch73-340m8.2	100332982
ENSDARG00000075629	si:dkey-197i20.6	565583
ENSDARG00000011410	aadat	557979
ENSDARG00000009208	prkcda	334571
ENSDARG00000062752	mfap3l	557798
ENSDARG00000100296	pja2	565118
ENSDARG00000075826	msh4	559917
ENSDARG00000044091	pitpnab	100333060
ENSDARG00000004372	fmnl3	407694
ENSDARG00000036546	pdxkb	564697
ENSDARG00000073750	crygm2d18	415232
ENSDARG00000069619	atf7ip	558977
ENSDARG00000068893	mettl5	449776
ENSDARG00000078475	klhl23	559613
ENSDARG00000076248	ppp1r3db	567375
ENSDARG00000019877	rbks	415207
ENSDARG00000070958	pex6	792998
ENSDARG00000090730	cfbl	792472
ENSDARG00000037861	slc2a3b	100330897
ENSDARG00000014954	snx33	100001421
ENSDARG00000055781	ptger3	100000544
ENSDARG00000011897	tsg101b	100333057
ENSDARG00000095324	galnt8b.2	100535692
ENSDARG00000077728	supv3l1	570852
ENSDARG00000093658	tm7sf3	565343
ENSDARG00000089202	nkl.3	103909013
ENSDARG00000032577	clcn6	568122
ENSDARG00000103713	cd248a	323364
ENSDARG00000019207	abo	563897
ENSDARG00000091954	si:dkeyp-122a9.1	100034634
ENSDARG00000042520	UTP14C	553498
ENSDARG00000061644	ensab	100317933
ENSDARG00000041431	slc24a1	558299
ENSDARG00000075156	tbc1d4	321065
ENSDARG00000035821	si:ch211-173p18.3	553317
ENSDARG00000062965	dennd10	556203
ENSDARG00000069826	crygm2d15	436855
ENSDARG00000070487	marc1	378742
ENSDARG00000103118	cib1	550376
ENSDARG00000030804	fam120b	445206
ENSDARG00000075556	luzp1	558606
ENSDARG00000090194	lamtor5	100333504
ENSDARG00000087835	si:ch211-113p18.3	559644
ENSDARG00000005616	bfb	30489
ENSDARG00000038359	enosf1	558186
ENSDARG00000070127	nfxl1	100333008
ENSDARG00000095879	wdr46	393596
ENSDARG00000056065	mov10b.2	555950
ENSDARG00000068515	chs1	322468
ENSDARG00000105068	SMIM22	100334410
ENSDARG00000042807	slc16a4	567144
ENSDARG00000088571	si:ch211-151o1.4	558933
ENSDARG00000017905	casp3a	140621
ENSDARG00000099499	ndufa4l	406726
ENSDARG00000088316	si:ch73-302o18.2	101882887
ENSDARG00000093448	mpc1	436671
ENSDARG00000057013	cadm3	692273
ENSDARG00000021220	hmgcl	394190
ENSDARG00000041429	ints14	327593
ENSDARG00000007601	zmynd8	564460
ENSDARG00000102705	otud6b	393194
ENSDARG00000063527	elmo2	100006857
ENSDARG00000014248	pdlim3b	561865
ENSDARG00000075296	fam83c	570133
ENSDARG00000104390	sumo2a	100334083
ENSDARG00000062263	arhgap17b	100141341
ENSDARG00000079738	znf219	102997060
ENSDARG00000113825	pimr158	794008
ENSDARG00000113825	pimr158	798902
ENSDARG00000113825	pimr158	110438958
ENSDARG00000113825	pimr158	110438962
ENSDARG00000045417	fam49bb	404610
ENSDARG00000061796	rasgrp4	558453
ENSDARG00000078752	rubcn	100000896
ENSDARG00000005350	dip2ba	405899
ENSDARG00000097789	pon3.2	568655
ENSDARG00000037551	pm20d1.1	553216
ENSDARG00000062976	iffo1a	561664
ENSDARG00000098734	ccdc14	562752
ENSDARG00000062363	phex	386969
ENSDARG00000035853	cdkn2aip	450065
ENSDARG00000088347	sp1	324109
ENSDARG00000069335	bcl6b	793278
ENSDARG00000057767	nudt4a	378990
ENSDARG00000040965	zgc:101731	447892
ENSDARG00000033201	crip2l	449795
ENSDARG00000043211	ripk4	406351
ENSDARG00000088625	si:ch211-142d6.2	794295
ENSDARG00000030694	atp6v1e1b	192335
ENSDARG00000100679	lrch3	100126105
ENSDARG00000104162	hoxa11a	58061
ENSDARG00000062262	ednrab	405866
ENSDARG00000042677	cadm1b	562183
ENSDARG00000069715	foxi2	387256
ENSDARG00000087301	crygm2d14	797707
ENSDARG00000103862	hoxa4a	58049
ENSDARG00000103862	hoxa4a	58050
ENSDARG00000025340	tusc2b	436675
ENSDARG00000068731	rxfp2l	558546
ENSDARG00000022648	otud3	405858
ENSDARG00000001785	irx2a	394032
ENSDARG00000054170	ltb4r2b	100537296
ENSDARG00000055889	zgc:153215	777631
ENSDARG00000014239	esyt1b	571083
ENSDARG00000016375	asns	394138
ENSDARG00000014311	pgghg	777617
ENSDARG00000105013	hoxa9a	58047
ENSDARG00000020134	sipa1l1	562521
ENSDARG00000017107	nr2e1	445214
ENSDARG00000071251	ppp1r18	570052
ENSDARG00000052703	cisd2	393354
ENSDARG00000100087	evx1	30499
ENSDARG00000036456	anxa4	353362
ENSDARG00000063690	nrm	570027
ENSDARG00000008278	rcor2	402934
ENSDARG00000021195	st8sia6	553212
ENSDARG00000078500	dap3	559007
ENSDARG00000063631	VIT	497398
ENSDARG00000015876	npas1	559419
ENSDARG00000071460	si:ch211-234p6.5	101883353
ENSDARG00000060564	slc25a21	767694
ENSDARG00000016674	FP102888.1	100006932
ENSDARG00000105657	si:cabz01080528.1	110439911
ENSDARG00000041830	tsn	334107
ENSDARG00000054319	oxct1b	560273
ENSDARG00000060282	rnf121	606559
ENSDARG00000096663	si:dkey-249p7.4	100537239
ENSDARG00000038213	slc35b1	447844
ENSDARG00000079857	si:ch211-189k9.2	793832
ENSDARG00000069649	tmem160	559491
ENSDARG00000078162	pimr208	101884995
ENSDARG00000003592	surf1	557970
ENSDARG00000098510	zgc:174650	100141363
ENSDARG00000020618	gatd3a	550355
ENSDARG00000077686	aak1b	100534954
ENSDARG00000087032	rbbp8l	324358
ENSDARG00000044298	phax	445490
ENSDARG00000039123	trim9	336099
ENSDARG00000105631	CABP4	101886622
ENSDARG00000069504	si:dkey-88e18.2	100001799
ENSDARG00000070868	cfap126	751706
ENSDARG00000093833	si:ch73-382f3.1	100151273
ENSDARG00000071487	zgc:152948	767666
ENSDARG00000021163	thrb	30607
ENSDARG00000060008	hhipl2	560376
ENSDARG00000061120	slc43a2b	494042
ENSDARG00000086327	srrm4	796574
ENSDARG00000088885	si:ch1073-340i21.3	570991
ENSDARG00000086425	prpf3	403072
ENSDARG00000102585	fam160a1b	100332943
ENSDARG00000097406	si:dkey-81e3.2	793178
ENSDARG00000053194	pdzd11	405893
ENSDARG00000012341	capn9	445107
ENSDARG00000061187	cbx5	563396
ENSDARG00000074056	kctd1	555637
ENSDARG00000030335	zc3h10	404630
ENSDARG00000018066	ptchd1	562268
ENSDARG00000045299	vmo1b	793799
ENSDARG00000059855	wdr66	569257
ENSDARG00000063347	hrc	102659286
ENSDARG00000073707	cnksr2b	558834
ENSDARG00000076213	DOCK4	566115
ENSDARG00000100594	sez6l	100331987
ENSDARG00000027602	lrfn1	393587
ENSDARG00000058231	nt5c2b	557972
ENSDARG00000008380	brd7	406675
ENSDARG00000021899	b4galt7	445022
ENSDARG00000024116	vamp8	327007
ENSDARG00000043673	si:dkey-174m14.3	563117
ENSDARG00000077717	rpl29	445040
ENSDARG00000011743	pigo	563993
ENSDARG00000013174	nkd3	100500933
ENSDARG00000093469	znf653	100329742
ENSDARG00000054162	nfatc4	561682
ENSDARG00000068100	tafa5l	100004683
ENSDARG00000012892	ammecr1	393553
ENSDARG00000020201	cdc73	393319
ENSDARG00000012016	hpgd	565975
ENSDARG00000058593	sri	393344
ENSDARG00000100083	sugt1	492489
ENSDARG00000039365	cuedc2	334351
ENSDARG00000027088	ptgdsb.1	336492
ENSDARG00000036510	ccnt2b	321464
ENSDARG00000090836	si:ch211-191d2.2	101882796
ENSDARG00000102845	dclk2b	100332814
ENSDARG00000063341	czib	555997
ENSDARG00000093686	si:rp71-36a1.2	100034566
ENSDARG00000101567	guca1e	393629
ENSDARG00000078991	si:ch211-195e19.1	100002956
ENSDARG00000097746	si:rp71-77l1.1	569583
ENSDARG00000042370	ptafr	100002627
ENSDARG00000096908	si:ch73-185c24.2	794764
ENSDARG00000093957	si:dkey-251i10.2	562682
ENSDARG00000097503	si:ch73-288o11.5	793902
ENSDARG00000043960	rpf2	406587
ENSDARG00000070320	si:dkey-245p14.4	563576
ENSDARG00000036316	rpl39	415168
ENSDARG00000056127	polr2gl	324088
ENSDARG00000014722	her1	30287
ENSDARG00000061835	zpld1a	560177
ENSDARG00000014770	usp4	449927
ENSDARG00000057299	pbdc1	436977
ENSDARG00000012295	bcs1l	394157
ENSDARG00000031763	smad6b	564395
ENSDARG00000001771	otol1a	553759
ENSDARG00000068030	si:cabz01007802.1	100150119
ENSDARG00000044813	vps33b	541534
ENSDARG00000001829	zgc:112982	503771
ENSDARG00000095831	si:ch211-175f12.2	556653
ENSDARG00000012505	u2af2a	557103
ENSDARG00000008224	vps35	561697
ENSDARG00000037403	hspa8b	562935
ENSDARG00000043182	hhla2a.1	541514
ENSDARG00000091101	fabp10b	795210
ENSDARG00000000690	sypl2b	799482
ENSDARG00000061044	si:dkey-72l14.3	562480
ENSDARG00000045661	irf7	393650
ENSDARG00000012244	ube2e3	321689
ENSDARG00000019815	fn1a	100005469
ENSDARG00000078205	ccl34b.9	100331978
ENSDARG00000056324	zgc:123295	641564
ENSDARG00000016173	cct3	192327
ENSDARG00000013371	isoc2	492617
ENSDARG00000053804	osbpl2a	557483
ENSDARG00000026531	alcama	30194
ENSDARG00000106998	si:dkey-240n22.6	794656
ENSDARG00000060893	col8a2	794479
ENSDARG00000037930	rnf113a	446116
ENSDARG00000073709	fam149a	100001989
ENSDARG00000099817	tusc2a	768156
ENSDARG00000079486	fam20a	564308
ENSDARG00000071673	ctdspla	751737
ENSDARG00000035551	iqcd	553445
ENSDARG00000071024	zgc:171679	110437713
ENSDARG00000007976	si:ch211-220f16.2	797650
ENSDARG00000036043	znf408	108004540
ENSDARG00000105116	p4hb	406673
ENSDARG00000023952	fam167ab	567341
ENSDARG00000035858	cnn2	406658
ENSDARG00000045846	osgep	550447
ENSDARG00000034930	cx52.6	404207
ENSDARG00000102590	polr3h	436749
ENSDARG00000068965	nrip1a	796407
ENSDARG00000044669	hp1bp3	558102
ENSDARG00000006832	galnt9	797549
ENSDARG00000012649	smad4b	794669
ENSDARG00000087330	maza	100535691
ENSDARG00000067639	prpf4	326944
ENSDARG00000025567	nf2b	405887
ENSDARG00000009215	zgc:112437	550468
ENSDARG00000001015	znf384l	368610
ENSDARG00000056888	dnah5l	335340
ENSDARG00000035676	ptp4a2b	334483
ENSDARG00000058551	popdc3	415108
ENSDARG00000058558	lzts3b	560221
ENSDARG00000078092	limd2	560139
ENSDARG00000055370	zgc:163121	100038790
ENSDARG00000088168	ablim3	566821
ENSDARG00000063481	si:ch211-214j24.15	558954
ENSDARG00000099218	ghrhr2	100002189
ENSDARG00000075504	si:dkey-40c23.2	334026
ENSDARG00000090654	gak	100151158
ENSDARG00000043406	slc8a1b	797199
ENSDARG00000035606	aldh3b2	557008
ENSDARG00000075454	hdc	793609
ENSDARG00000075525	cln8	100136870
ENSDARG00000003487	nup93	30172
ENSDARG00000054789	lysmd1	791996
ENSDARG00000102696	dnajc11b	100329402
ENSDARG00000078891	map11	100003958
ENSDARG00000067520	zgc:158482	100009650
ENSDARG00000055754	smc1a	559665
ENSDARG00000075837	si:dkey-1d7.3	793262
ENSDARG00000030411	crygn2	445034
ENSDARG00000105791	si:dkeyp-3f10.12	103911276
ENSDARG00000062447	hecw2a	100150269
ENSDARG00000018165	depdc1a	100003959
ENSDARG00000078476	znf990	641418
ENSDARG00000101593	zgc:163077	567932
ENSDARG00000099989	creld1a	100003741
ENSDARG00000019660	rxfp2b	566888
ENSDARG00000075731	zgc:174698	108179055
ENSDARG00000063187	agpat5	767778
ENSDARG00000045560	mybpc1	492356
ENSDARG00000077749	usp54b	100535699
ENSDARG00000067730	trpc6b	102725535
ENSDARG00000078333	tmem234	568275
ENSDARG00000095309	si:dkey-79f11.9	100150009
ENSDARG00000016774	plekho2	100334463
ENSDARG00000041223	antkmt	100000855
ENSDARG00000006683	arhgef6	558288
ENSDARG00000076103	grid2ipa	561017
ENSDARG00000068434	h3f3b.1	550262
ENSDARG00000013472	nedd1	406827
ENSDARG00000016460	fut9a	796410
ENSDARG00000040116	znf366	569695
ENSDARG00000103743	si:dkeyp-72e1.9	563388
ENSDARG00000012340	ptpn11b	393426
ENSDARG00000095743	sox11b	30603
ENSDARG00000068888	klhl41a	100148315
ENSDARG00000099974	ldb3b	334100
ENSDARG00000091465	si:dkey-66a8.7	101885746
ENSDARG00000105485	si:cabz01090193.1	100330290
ENSDARG00000077231	vwf	570643
ENSDARG00000078441	ppip5k2	449862
ENSDARG00000017842	syvn1	335226
ENSDARG00000090830	tmem132e	564044
ENSDARG00000078755	plppr4b	571722
ENSDARG00000086552	hist1h2a11	100001004
ENSDARG00000094735	olfcx1	795275
ENSDARG00000078619	pnp5a	791647
ENSDARG00000005926	ak2	321793
ENSDARG00000074012	si:ch1073-159d7.7	565341
ENSDARG00000006526	fn1b	334613
ENSDARG00000006092	rad21a	322275
ENSDARG00000056582	arf2b	795766
ENSDARG00000037539	tnnc1b	415175
ENSDARG00000061377	efcab1	558421
ENSDARG00000015931	snap91b	559029
ENSDARG00000061610	ufsp1	100037378
ENSDARG00000094010	swt1	559432
ENSDARG00000025566	slc25a3b	322362
ENSDARG00000002037	pfkfb2b	564852
ENSDARG00000012896	anos1a	30630
ENSDARG00000061682	bicc1a	568201
ENSDARG00000038475	acy1	393970
ENSDARG00000038475	acy1	103909643
ENSDARG00000093998	si:ch73-7i4.2	100001643
ENSDARG00000029761	mpp6b	394134
ENSDARG00000070794	greb1	791135
ENSDARG00000040135	fosaa	570238
ENSDARG00000035146	polr2j	554099
ENSDARG00000075346	tmem129	406756
ENSDARG00000070810	ccka	100007763
ENSDARG00000077918	dnase2b	562996
ENSDARG00000039185	nfyba	550227
ENSDARG00000055563	drosha	567505
ENSDARG00000011879	foxn1	266748
ENSDARG00000102762	pik3r5	323588
ENSDARG00000055238	kif17	557863
ENSDARG00000103610	actr8	326866
ENSDARG00000086324	C11H3orf14	100148013
ENSDARG00000006137	star	63999
ENSDARG00000025902	plekhg5a	562861
ENSDARG00000100698	eva1bb	798034
ENSDARG00000006524	supt6h	337866
ENSDARG00000037318	ddost	406408
ENSDARG00000099694	neurl1b	553620
ENSDARG00000092283	cxl34b.11	796252
ENSDARG00000019236	gsr	553575
ENSDARG00000040266	sox19b	64812
ENSDARG00000070918	si:ch211-284e20.8	563738
ENSDARG00000071585	stard15	797016
ENSDARG00000099562	lygl2	100322265
ENSDARG00000043856	amd1	792097
ENSDARG00000104693	il6st	100006778
ENSDARG00000103795	zgc:113348	503599
ENSDARG00000071213	rgl3a	100149956
ENSDARG00000015757	tmem50a	406850
ENSDARG00000103684	ap4e1	570467
ENSDARG00000013705	ccm2	436586
ENSDARG00000004160	reep3b	393130
ENSDARG00000041141	cryba1a	436683
ENSDARG00000075126	TMEM8B	563965
ENSDARG00000033364	mgst3b	567275
ENSDARG00000058180	exoc3l4	563246
ENSDARG00000020224		557041
ENSDARG00000058444	snx6	567182
ENSDARG00000015515	mc4r	286833
ENSDARG00000059360	srsf3b	100145909
ENSDARG00000058328	lsm7	573047
ENSDARG00000055875	pag1	100034498
ENSDARG00000039963	fgfbp1b	799002
ENSDARG00000032651	ppp1r10	192329
ENSDARG00000078318	tmod1	100149766
ENSDARG00000061846	rxfp3.2b	100004589
ENSDARG00000055436	ftr97	100150342
ENSDARG00000077862	si:dkey-169i5.4	796658
ENSDARG00000013928	plekhb2	100003431
ENSDARG00000079079	sult1st7	100196920
ENSDARG00000077470	si:dkey-193b15.8	100321107
ENSDARG00000097897	sgip1a	566542
ENSDARG00000076850	si:ch211-157b11.14	799552
ENSDARG00000079753	kiz	567100
ENSDARG00000070480	agr2	335616
ENSDARG00000062696	dgkg	567728
ENSDARG00000059303	hnrnpl2	573096
ENSDARG00000075720	il2rb	793920
ENSDARG00000100163	tox4b	100003353
ENSDARG00000054543	samsn1a	336695
ENSDARG00000099555	foxo1a	768121
ENSDARG00000097157	si:ch211-207n23.2	559783
ENSDARG00000033320	sar1ab	550581
ENSDARG00000044605	stx12l	569124
ENSDARG00000093234	si:dkey-65l23.2	793688
ENSDARG00000055518	pygma	553655
ENSDARG00000063732	pde11a	561338
ENSDARG00000037760	uncx4.1	553947
ENSDARG00000068763	plcg2	561747
ENSDARG00000060397	hhip	326102
ENSDARG00000097847	si:ch211-269k10.4	100150242
ENSDARG00000086463	klhl13	323951
ENSDARG00000016311	dock9b	100151488
ENSDARG00000040087	epb41l4a	30470
ENSDARG00000024229	ubl7a	550462
ENSDARG00000044704	or137-2	100148884
ENSDARG00000063612	antxr1c	563907
ENSDARG00000095424	si:ch211-133n4.7	101885926
ENSDARG00000098802	map7d1a	565172
ENSDARG00000006257	vldlr	393897
ENSDARG00000034256	cdk10	550285
ENSDARG00000007639	cnot4b	394144
ENSDARG00000102008	si:dkey-72l17.6	503712
ENSDARG00000095603	grid2ipb	559717
ENSDARG00000086288	scg3	393730
ENSDARG00000057504	si:dkey-202g17.3	100003805
ENSDARG00000105558	btr07	793570
ENSDARG00000105558	btr07	100151764
ENSDARG00000077910	si:zfos-1897c11.1	100332358
ENSDARG00000017229	megf10	564571
ENSDARG00000039429	adka	368220
ENSDARG00000055534	grk7b	373871
ENSDARG00000069439	ptgdsa	555483
ENSDARG00000035984	mnx1	405399
ENSDARG00000044973	krt98	100124615
ENSDARG00000077329	nlgn2a	556158
ENSDARG00000038742	rbp1.2	100141334
ENSDARG00000071589	si:dkey-253d23.2	100034432
ENSDARG00000058839	susd1	569485
ENSDARG00000060288	plpbp	563548
ENSDARG00000095125	ftr97	100332023
ENSDARG00000036371	acta1a	550445
ENSDARG00000037397	ssrp1a	386844
ENSDARG00000068213	fzd10	30366
ENSDARG00000078911	zgc:163098	100037380
ENSDARG00000094673	rhoab	100006041
ENSDARG00000069194	mycbpap	100006494
ENSDARG00000061688	arvcfb	564669
ENSDARG00000087331	si:dkey-77f5.3	326903
ENSDARG00000053241	sts	402795
ENSDARG00000004305	vangl1	403076
ENSDARG00000038996	egln1a	100329385
ENSDARG00000086917	crygm2d2	558501
ENSDARG00000087333	scoca	562638
ENSDARG00000089913	cacna1g	563904
ENSDARG00000043031	ints10	323368
ENSDARG00000057899	zgc:114081	564984
ENSDARG00000038667	fggy	406567
ENSDARG00000034300	sema3c	553130
ENSDARG00000104989	wnk2	103911868
ENSDARG00000000241	slc40a1	58153
ENSDARG00000045676	calua	415241
ENSDARG00000101251	ldha	30496
ENSDARG00000069926	hsd3b1	553532
ENSDARG00000053404	PPP2CA	393885
ENSDARG00000021895	disc1	407621
ENSDARG00000061761	opa3	497278
ENSDARG00000102837	znf1145	108183690
ENSDARG00000011683	prtfdc1	30765
ENSDARG00000054749	lmo4b	324849
ENSDARG00000040564	hnrnpul1	406555
ENSDARG00000095562	si:ch73-138i16.1	110438664
ENSDARG00000101030	si:ch73-158p21.3	326022
ENSDARG00000056374	noxo1b	561765
ENSDARG00000021677	phf11	569187
ENSDARG00000089302	hnrnpa0a	323529
ENSDARG00000056154	olfcx3	100148278
ENSDARG00000093714	artnb	101883396
ENSDARG00000105318	hist1h4l	794549
ENSDARG00000105318	hist1h4l	100126027
ENSDARG00000105318	hist1h4l	100150038
ENSDARG00000105318	hist1h4l	100331412
ENSDARG00000057121	c7b	570832
ENSDARG00000007141	psmc3	321947
ENSDARG00000003020	lrrc4.2	566572
ENSDARG00000058267	glmna	492774
ENSDARG00000058528	cnot10	449918
ENSDARG00000045316	map7d2b	100002505
ENSDARG00000075774	foxj3	797147
ENSDARG00000069302	snx9b	558917
ENSDARG00000017606	sys1	336339
ENSDARG00000041150	slc17a6b	100149756
ENSDARG00000099124	f3a	567257
ENSDARG00000062222	mxra8a	562784
ENSDARG00000079015	brca2	566758
ENSDARG00000104035	ttc16	103911146
ENSDARG00000045989	arf4a	445196
ENSDARG00000002295	si:dkey-21p1.3	101883345
ENSDARG00000058800	rab25a	494098
ENSDARG00000017367	rhbdf1b	563403
ENSDARG00000105071	nos1apa	553539
ENSDARG00000069766	caln2	100007635
ENSDARG00000069471	mhc1zca	556341
ENSDARG00000004473	tbx21	797797
ENSDARG00000088124	adrb2a	565838
ENSDARG00000078329	rec8a	108192159
ENSDARG00000061941	trpv4	557850
ENSDARG00000098980	si:ch211-153f2.3	100534664
ENSDARG00000010252	jak3	561370
ENSDARG00000057789	lyz	677744
ENSDARG00000095997	znf1112	110439432
ENSDARG00000077536	snrnp200	799690
ENSDARG00000027394	si:ch211-150g13.3	559304
ENSDARG00000040678	ccdc93	678566
ENSDARG00000103477	si:ch211-255f4.5	100535814
ENSDARG00000099133	UNC5C	101882194
ENSDARG00000037846	hm13	259190
ENSDARG00000069917	ska3	570479
ENSDARG00000042984	fpr1	568153
ENSDARG00000008920	mrpl53	447915
ENSDARG00000092154	tex264a	402960
ENSDARG00000063371	rasa3	100318936
ENSDARG00000094996	sult1st9	100196921
ENSDARG00000054842	hsd17b14	445127
ENSDARG00000043796	ms4a17a.7	550409
ENSDARG00000076225	tha1	431723
ENSDARG00000056654	gna15.3	100332929
ENSDARG00000076754	slc9a7	554532
ENSDARG00000026904	cbln13	100144567
ENSDARG00000102731	si:ch73-299h12.2	103908654
ENSDARG00000014373	ddx4	30263
ENSDARG00000068457	tnnt3b	100003572
ENSDARG00000074146	zgc:113452	569975
